state,Date,State,Region,Division,Daily_Death,Daily_Case,People_Fully_Vaccinated,Above_Poverty_Level_Population,No_Health_Insurance_Population,population,Median_Income,65_Years_or_More_Population,25_Years_or_More_Population,Population_Density,Bachelors_Degree_or_Higher_Population,Fully_reopen,Mask_Mandate,Vaccination_or_test,Ratio of people per hospital employee,Ratio of people per hospital,gdp_2020,employed_population,tests_combined_total
WA,2021-05-16,Washington,West,Pacific,3,974,3051563,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6790663
WA,2021-05-17,Washington,West,Pacific,18,600,3089183,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6819851
WA,2021-05-18,Washington,West,Pacific,13,668,3112485,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6837690
WA,2021-05-19,Washington,West,Pacific,20,858,3143761,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6857371
WA,2021-05-20,Washington,West,Pacific,17,938,3183971,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6882431
WA,2021-05-21,Washington,West,Pacific,12,1649,3223026,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6905669
WA,2021-05-22,Washington,West,Pacific,0,962,3273072,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6905669
WA,2021-05-23,Washington,West,Pacific,0,147,3317253,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6905669
WA,2021-05-24,Washington,West,Pacific,7,901,3357538,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,6929879
WA,2021-05-25,Washington,West,Pacific,13,921,3370529,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7073708
WA,2021-05-26,Washington,West,Pacific,19,1794,3394775,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7096072
WA,2021-05-27,Washington,West,Pacific,13,1605,3425147,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7118345
WA,2021-05-28,Washington,West,Pacific,11,967,3427536,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7139199
WA,2021-05-29,Washington,West,Pacific,0,1066,3498117,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7154082
WA,2021-05-30,Washington,West,Pacific,0,519,3531161,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7154082
WA,2021-05-31,Washington,West,Pacific,0,307,3531161,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3701630,7154082
WA,2021-06-01,Washington,West,Pacific,24,309,3553192,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7189495
WA,2021-06-02,Washington,West,Pacific,12,693,3568451,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7198704
WA,2021-06-03,Washington,West,Pacific,20,867,3592191,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7210800
WA,2021-06-04,Washington,West,Pacific,15,719,3615975,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7230226
WA,2021-06-05,Washington,West,Pacific,0,794,3616845,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7249398
WA,2021-06-06,Washington,West,Pacific,0,466,3673904,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7249398
WA,2021-06-07,Washington,West,Pacific,20,366,3710179,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7283239
WA,2021-06-08,Washington,West,Pacific,0,702,3727121,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7294234
WA,2021-06-09,Washington,West,Pacific,8,507,3728214,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7308975
WA,2021-06-10,Washington,West,Pacific,10,717,3751046,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7324825
WA,2021-06-11,Washington,West,Pacific,12,639,3774577,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7338597
WA,2021-06-12,Washington,West,Pacific,0,712,3807767,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7358062
WA,2021-06-13,Washington,West,Pacific,0,302,3831107,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7358062
WA,2021-06-14,Washington,West,Pacific,0,254,3861423,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7384029
WA,2021-06-15,Washington,West,Pacific,18,433,3889031,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7394752
WA,2021-06-16,Washington,West,Pacific,1,531,3889658,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7368939
WA,2021-06-17,Washington,West,Pacific,9,438,3951039,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7392613
WA,2021-06-18,Washington,West,Pacific,0,539,3973659,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7403957
WA,2021-06-19,Washington,West,Pacific,10,540,3995698,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7421076
WA,2021-06-20,Washington,West,Pacific,0,260,4013928,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7421076
WA,2021-06-21,Washington,West,Pacific,18,261,4030435,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7454078
WA,2021-06-22,Washington,West,Pacific,5,418,4030746,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7454419
WA,2021-06-23,Washington,West,Pacific,46,803,4045845,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7467478
WA,2021-06-24,Washington,West,Pacific,9,546,4060008,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7480681
WA,2021-06-25,Washington,West,Pacific,4,492,4074488,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7501158
WA,2021-06-26,Washington,West,Pacific,0,421,4091038,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7513730
WA,2021-06-27,Washington,West,Pacific,4,262,4109609,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7513730
WA,2021-06-28,Washington,West,Pacific,5,264,4134958,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7538899
WA,2021-06-29,Washington,West,Pacific,9,318,4141884,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7555953
WA,2021-06-30,Washington,West,Pacific,10,347,4150522,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3720442,7577673
WA,2021-07-01,Washington,West,Pacific,8,477,4163605,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7595199
WA,2021-07-02,Washington,West,Pacific,1,411,4175056,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7613620
WA,2021-07-03,Washington,West,Pacific,5,295,4185939,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7613620
WA,2021-07-04,Washington,West,Pacific,5,295,4199079,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7613620
WA,2021-07-05,Washington,West,Pacific,5,295,4199079,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7613620
WA,2021-07-06,Washington,West,Pacific,6,297,4206349,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7657180
WA,2021-07-07,Washington,West,Pacific,13,403,4219964,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7673465
WA,2021-07-08,Washington,West,Pacific,13,582,4230430,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7720188
WA,2021-07-09,Washington,West,Pacific,11,453,4240729,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7753156
WA,2021-07-10,Washington,West,Pacific,1,535,4250081,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7753156
WA,2021-07-11,Washington,West,Pacific,1,535,4260496,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7753156
WA,2021-07-12,Washington,West,Pacific,1,536,4268544,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7798334
WA,2021-07-13,Washington,West,Pacific,22,1105,4273427,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7825003
WA,2021-07-14,Washington,West,Pacific,5,703,4279512,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7843876
WA,2021-07-15,Washington,West,Pacific,9,789,4287564,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7860010
WA,2021-07-16,Washington,West,Pacific,6,747,4296016,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7886719
WA,2021-07-17,Washington,West,Pacific,0,14,4302519,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7886719
WA,2021-07-18,Washington,West,Pacific,0,889,4309686,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7886719
WA,2021-07-19,Washington,West,Pacific,1,891,4316512,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7947768
WA,2021-07-20,Washington,West,Pacific,13,730,4320331,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7928697
WA,2021-07-21,Washington,West,Pacific,7,960,4326006,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7950903
WA,2021-07-22,Washington,West,Pacific,3,2562,4333260,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,7972466
WA,2021-07-23,Washington,West,Pacific,12,136,4340518,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8724366
WA,2021-07-24,Washington,West,Pacific,3,1023,4348144,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8724366
WA,2021-07-25,Washington,West,Pacific,3,1023,4354866,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8724366
WA,2021-07-26,Washington,West,Pacific,5,1027,4360024,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8788802
WA,2021-07-27,Washington,West,Pacific,8,1025,4363088,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8806745
WA,2021-07-28,Washington,West,Pacific,3,1156,4367767,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8806745
WA,2021-07-29,Washington,West,Pacific,19,873,4374191,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8824955
WA,2021-07-30,Washington,West,Pacific,3,714,4382753,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8827630
WA,2021-07-31,Washington,West,Pacific,1,2070,4388828,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3774249,8827630
WA,2021-08-01,Washington,West,Pacific,1,2070,4394955,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8827630
WA,2021-08-02,Washington,West,Pacific,3,2070,4400083,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8844896
WA,2021-08-03,Washington,West,Pacific,9,2071,4403203,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8861765
WA,2021-08-04,Washington,West,Pacific,9,2032,4409114,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8883117
WA,2021-08-05,Washington,West,Pacific,10,2914,4415993,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8910317
WA,2021-08-06,Washington,West,Pacific,13,2337,4422548,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8932710
WA,2021-08-07,Washington,West,Pacific,3,2232,4428982,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8932710
WA,2021-08-08,Washington,West,Pacific,3,2232,4435828,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8932710
WA,2021-08-09,Washington,West,Pacific,3,2234,4440768,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,8993822
WA,2021-08-10,Washington,West,Pacific,10,2011,4443655,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9004696
WA,2021-08-11,Washington,West,Pacific,17,3085,4444092,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9028770
WA,2021-08-12,Washington,West,Pacific,11,3698,4454780,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9049798
WA,2021-08-13,Washington,West,Pacific,24,3162,4462443,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9072392
WA,2021-08-14,Washington,West,Pacific,3,2530,4468851,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9072392
WA,2021-08-15,Washington,West,Pacific,3,2530,4476641,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9072392
WA,2021-08-16,Washington,West,Pacific,3,2530,4481816,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9138048
WA,2021-08-17,Washington,West,Pacific,21,2330,4484046,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9163330
WA,2021-08-18,Washington,West,Pacific,28,3519,4489424,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9185865
WA,2021-08-19,Washington,West,Pacific,33,3937,4497187,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9211628
WA,2021-08-20,Washington,West,Pacific,26,3783,4504856,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9230917
WA,2021-08-21,Washington,West,Pacific,9,2786,4512230,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9230917
WA,2021-08-22,Washington,West,Pacific,9,2786,4521008,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9230917
WA,2021-08-23,Washington,West,Pacific,9,2789,4527427,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9313652
WA,2021-08-24,Washington,West,Pacific,34,3073,4531163,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9339665
WA,2021-08-25,Washington,West,Pacific,31,2991,4537011,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9364371
WA,2021-08-26,Washington,West,Pacific,23,3843,4545916,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9387732
WA,2021-08-27,Washington,West,Pacific,36,4267,4554215,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9403380
WA,2021-08-28,Washington,West,Pacific,9,2924,4561896,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9403380
WA,2021-08-29,Washington,West,Pacific,9,2924,4570947,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9403380
WA,2021-08-30,Washington,West,Pacific,9,2926,4577886,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9483433
WA,2021-08-31,Washington,West,Pacific,40,3279,4581633,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3762762,9509704
WA,2021-09-01,Washington,West,Pacific,37,4063,4588517,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9536067
WA,2021-09-02,Washington,West,Pacific,32,4364,4597296,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9560318
WA,2021-09-03,Washington,West,Pacific,48,4022,4607299,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9586137
WA,2021-09-04,Washington,West,Pacific,13,2815,4615325,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9586137
WA,2021-09-05,Washington,West,Pacific,13,2815,4615325,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9586137
WA,2021-09-06,Washington,West,Pacific,13,2815,4615325,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9586137
WA,2021-09-07,Washington,West,Pacific,15,2816,4618179,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9681190
WA,2021-09-08,Washington,West,Pacific,46,3530,4640645,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9704727
WA,2021-09-09,Washington,West,Pacific,59,4063,4647170,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9725550
WA,2021-09-10,Washington,West,Pacific,68,3388,4657466,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9747180
WA,2021-09-11,Washington,West,Pacific,21,3142,4668494,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9747180
WA,2021-09-12,Washington,West,Pacific,21,3142,4668871,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9747180
WA,2021-09-13,Washington,West,Pacific,21,3144,4671639,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9817738
WA,2021-09-14,Washington,West,Pacific,56,2751,4698544,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-15,Washington,West,Pacific,52,3759,4706653,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-16,Washington,West,Pacific,56,3201,4717519,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-17,Washington,West,Pacific,56,3881,4727737,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-18,Washington,West,Pacific,23,2578,4736351,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-19,Washington,West,Pacific,23,2578,4738465,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-20,Washington,West,Pacific,24,2580,4740250,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-21,Washington,West,Pacific,44,2535,4764888,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-22,Washington,West,Pacific,58,2255,4774066,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-23,Washington,West,Pacific,61,4089,4581342,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-24,Washington,West,Pacific,60,3129,4591379,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-25,Washington,West,Pacific,11,2929,4599731,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-26,Washington,West,Pacific,11,2929,4600219,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-27,Washington,West,Pacific,12,2930,4600527,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-28,Washington,West,Pacific,63,2727,4619303,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-29,Washington,West,Pacific,63,2699,4625450,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-09-30,Washington,West,Pacific,72,2916,4631921,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-01,Washington,West,Pacific,39,3284,4639289,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-02,Washington,West,Pacific,14,2307,4645356,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-03,Washington,West,Pacific,14,2307,4645646,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-04,Washington,West,Pacific,14,2310,4645819,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-05,Washington,West,Pacific,53,2373,4685496,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-06,Washington,West,Pacific,57,2575,4693017,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-07,Washington,West,Pacific,55,2913,4698325,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-08,Washington,West,Pacific,50,2300,4709138,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-09,Washington,West,Pacific,14,2178,4715807,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-10,Washington,West,Pacific,14,2178,4715807,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-11,Washington,West,Pacific,14,2181,4715807,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-12,Washington,West,Pacific,37,1885,4731460,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-13,Washington,West,Pacific,51,3067,4731460,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-14,Washington,West,Pacific,46,2853,4731460,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-15,Washington,West,Pacific,36,2679,4731460,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-16,Washington,West,Pacific,22,1851,4731460,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-17,Washington,West,Pacific,22,1851,4731460,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-18,Washington,West,Pacific,22,1851,4757816,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-19,Washington,West,Pacific,22,1856,4771849,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-20,Washington,West,Pacific,49,2453,4776666,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-21,Washington,West,Pacific,46,3154,4782471,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-22,Washington,West,Pacific,34,2479,4791495,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-23,Washington,West,Pacific,0,0,4797997,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-24,Washington,West,Pacific,0,0,4798221,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-25,Washington,West,Pacific,29,5804,4798342,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-26,Washington,West,Pacific,31,1609,4813112,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-27,Washington,West,Pacific,43,1576,4818276,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-28,Washington,West,Pacific,31,3339,4823928,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
WA,2021-10-29,Washington,West,Pacific,43,2596,4829110,6481566,457854,7614893,35989,1117673,5101624,44.18,1837612,1,1,1,56,37697,2474820,3798630,9842443
