state,Date,State,Region,Division,Daily_Death,Daily_Case,People_Fully_Vaccinated,Above_Poverty_Level_Population,No_Health_Insurance_Population,population,Median_Income,65_Years_or_More_Population,25_Years_or_More_Population,Population_Density,Bachelors_Degree_or_Higher_Population,Fully_reopen,Mask_Mandate,Vaccination_or_test,Ratio of people per hospital employee,Ratio of people per hospital,gdp_2020,employed_population,tests_combined_total
AL,2021-02-10,Alabama,South,East South Central,31,1577,95033,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3847376
AL,2021-02-11,Alabama,South,East South Central,42,1260,104362,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3862060
AL,2021-02-12,Alabama,South,East South Central,15,1200,114306,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3876364
AL,2021-02-13,Alabama,South,East South Central,9,1049,125553,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3884234
AL,2021-02-14,Alabama,South,East South Central,5,650,133029,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3889410
AL,2021-02-15,Alabama,South,East South Central,21,875,137032,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3896251
AL,2021-02-16,Alabama,South,East South Central,17,958,137032,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3904080
AL,2021-02-17,Alabama,South,East South Central,23,1028,152781,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3913380
AL,2021-02-18,Alabama,South,East South Central,15,812,158246,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3926567
AL,2021-02-19,Alabama,South,East South Central,7,786,169339,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3938333
AL,2021-02-20,Alabama,South,East South Central,8,756,192304,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3946550
AL,2021-02-21,Alabama,South,East South Central,7,667,214512,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3950568
AL,2021-02-22,Alabama,South,East South Central,22,1355,219639,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3960662
AL,2021-02-23,Alabama,South,East South Central,24,1364,233073,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,3971406
AL,2021-02-24,Alabama,South,East South Central,20,975,239425,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,4000818
AL,2021-02-25,Alabama,South,East South Central,15,760,253615,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,4014517
AL,2021-02-26,Alabama,South,East South Central,15,901,268465,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,4025721
AL,2021-02-27,Alabama,South,East South Central,5,468,286095,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,4032426
AL,2021-02-28,Alabama,South,East South Central,9,546,307868,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145168,4036106
AL,2021-03-01,Alabama,South,East South Central,16,724,313290,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4043765
AL,2021-03-02,Alabama,South,East South Central,16,2683,316073,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4054348
AL,2021-03-03,Alabama,South,East South Central,10,1051,330046,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4066498
AL,2021-03-04,Alabama,South,East South Central,11,844,346841,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4077148
AL,2021-03-05,Alabama,South,East South Central,12,604,365456,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4086934
AL,2021-03-06,Alabama,South,East South Central,8,392,383078,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4093190
AL,2021-03-07,Alabama,South,East South Central,3,254,402061,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4096594
AL,2021-03-08,Alabama,South,East South Central,11,556,406723,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4103194
AL,2021-03-09,Alabama,South,East South Central,11,810,409937,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4114306
AL,2021-03-10,Alabama,South,East South Central,16,886,420083,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4126035
AL,2021-03-11,Alabama,South,East South Central,6,555,435018,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4136598
AL,2021-03-12,Alabama,South,East South Central,13,619,452746,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4146131
AL,2021-03-13,Alabama,South,East South Central,8,363,472325,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4151579
AL,2021-03-14,Alabama,South,East South Central,6,4296,492755,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4154575
AL,2021-03-15,Alabama,South,East South Central,4,475,497653,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4161158
AL,2021-03-16,Alabama,South,East South Central,10,725,501344,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4170962
AL,2021-03-17,Alabama,South,East South Central,12,566,511869,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4180495
AL,2021-03-18,Alabama,South,East South Central,14,517,523649,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4189266
AL,2021-03-19,Alabama,South,East South Central,3,534,533375,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4197743
AL,2021-03-20,Alabama,South,East South Central,8,366,547257,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4203611
AL,2021-03-21,Alabama,South,East South Central,3,298,561254,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4206247
AL,2021-03-22,Alabama,South,East South Central,9,188,566632,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4213352
AL,2021-03-23,Alabama,South,East South Central,13,900,569127,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4221469
AL,2021-03-24,Alabama,South,East South Central,6,509,579598,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4231633
AL,2021-03-25,Alabama,South,East South Central,6,455,589979,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4239599
AL,2021-03-26,Alabama,South,East South Central,11,490,600666,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4247945
AL,2021-03-27,Alabama,South,East South Central,4,316,611694,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4252892
AL,2021-03-28,Alabama,South,East South Central,2,210,623385,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4255193
AL,2021-03-29,Alabama,South,East South Central,6,378,628500,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4261071
AL,2021-03-30,Alabama,South,East South Central,8,455,631388,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4271304
AL,2021-03-31,Alabama,South,East South Central,3,458,643450,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2138166,4280874
AL,2021-04-01,Alabama,South,East South Central,9,440,656899,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4289385
AL,2021-04-02,Alabama,South,East South Central,2,355,673773,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4294887
AL,2021-04-03,Alabama,South,East South Central,1,182,691082,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4298027
AL,2021-04-04,Alabama,South,East South Central,6,119,705197,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4299182
AL,2021-04-05,Alabama,South,East South Central,7,267,709849,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4304391
AL,2021-04-06,Alabama,South,East South Central,8,418,711596,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4313249
AL,2021-04-07,Alabama,South,East South Central,5,427,725270,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4322992
AL,2021-04-08,Alabama,South,East South Central,6,339,744961,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4330626
AL,2021-04-09,Alabama,South,East South Central,6,358,764450,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4337300
AL,2021-04-10,Alabama,South,East South Central,4,299,788325,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4340965
AL,2021-04-11,Alabama,South,East South Central,3,168,811323,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4342752
AL,2021-04-12,Alabama,South,East South Central,6,1460,819550,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4348272
AL,2021-04-13,Alabama,South,East South Central,2,469,824052,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4356925
AL,2021-04-14,Alabama,South,East South Central,7,412,844353,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4365336
AL,2021-04-15,Alabama,South,East South Central,3,414,893002,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4373152
AL,2021-04-16,Alabama,South,East South Central,11,505,915654,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4380755
AL,2021-04-17,Alabama,South,East South Central,2,262,935377,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4385418
AL,2021-04-18,Alabama,South,East South Central,4,104,943129,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4388218
AL,2021-04-19,Alabama,South,East South Central,8,1446,946333,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4394964
AL,2021-04-20,Alabama,South,East South Central,10,473,966251,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4403189
AL,2021-04-21,Alabama,South,East South Central,12,658,987379,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4415170
AL,2021-04-22,Alabama,South,East South Central,9,421,1010415,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4422809
AL,2021-04-23,Alabama,South,East South Central,4,415,1033996,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4429889
AL,2021-04-24,Alabama,South,East South Central,2,244,1054863,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4434298
AL,2021-04-25,Alabama,South,East South Central,5,252,1062524,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4437040
AL,2021-04-26,Alabama,South,East South Central,7,295,1066659,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4442638
AL,2021-04-27,Alabama,South,East South Central,6,426,1079815,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4451175
AL,2021-04-28,Alabama,South,East South Central,5,440,1098820,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4459306
AL,2021-04-29,Alabama,South,East South Central,9,410,1121348,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4468310
AL,2021-04-30,Alabama,South,East South Central,5,369,1143488,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2157702,4474791
AL,2021-05-01,Alabama,South,East South Central,4,239,1161725,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4478810
AL,2021-05-02,Alabama,South,East South Central,8,168,1165479,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4482217
AL,2021-05-03,Alabama,South,East South Central,5,355,1168235,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4487593
AL,2021-05-04,Alabama,South,East South Central,6,380,1168235,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4494849
AL,2021-05-05,Alabama,South,East South Central,7,585,1199064,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4503182
AL,2021-05-06,Alabama,South,East South Central,9,334,1201303,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4510778
AL,2021-05-07,Alabama,South,East South Central,10,425,1240335,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4518182
AL,2021-05-08,Alabama,South,East South Central,4,243,1263965,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4522729
AL,2021-05-09,Alabama,South,East South Central,2,117,1270858,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4525804
AL,2021-05-10,Alabama,South,East South Central,6,311,1273670,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4531239
AL,2021-05-11,Alabama,South,East South Central,9,372,1273999,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4538757
AL,2021-05-12,Alabama,South,East South Central,4,1143,1286565,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4545959
AL,2021-05-13,Alabama,South,East South Central,14,5368,1314534,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4553738
AL,2021-05-14,Alabama,South,East South Central,5,1462,1334176,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4560166
AL,2021-05-15,Alabama,South,East South Central,4,253,1348023,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4564833
AL,2021-05-16,Alabama,South,East South Central,4,178,1350649,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4567325
AL,2021-05-17,Alabama,South,East South Central,3,372,1350830,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4571892
AL,2021-05-18,Alabama,South,East South Central,4,335,1362380,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4579328
AL,2021-05-19,Alabama,South,East South Central,1,330,1362834,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4587447
AL,2021-05-20,Alabama,South,East South Central,6,459,1382327,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4593802
AL,2021-05-21,Alabama,South,East South Central,11,252,1387356,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4600009
AL,2021-05-22,Alabama,South,East South Central,3,190,1396990,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4604023
AL,2021-05-23,Alabama,South,East South Central,1,131,1407769,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4606739
AL,2021-05-24,Alabama,South,East South Central,8,321,1407917,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4611739
AL,2021-05-25,Alabama,South,East South Central,3,283,1415771,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4618072
AL,2021-05-26,Alabama,South,East South Central,3,348,1419599,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4624678
AL,2021-05-27,Alabama,South,East South Central,5,233,1423605,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4630058
AL,2021-05-28,Alabama,South,East South Central,5,229,1429238,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4635377
AL,2021-05-29,Alabama,South,East South Central,0,130,1431669,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4638944
AL,2021-05-30,Alabama,South,East South Central,0,106,1432446,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4641117
AL,2021-05-31,Alabama,South,East South Central,2,101,1432446,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2145334,4643060
AL,2021-06-01,Alabama,South,East South Central,2,209,1433267,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4647298
AL,2021-06-02,Alabama,South,East South Central,2,243,1435324,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4653550
AL,2021-06-03,Alabama,South,East South Central,3,283,1435719,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4659343
AL,2021-06-04,Alabama,South,East South Central,7,230,1440101,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4664640
AL,2021-06-05,Alabama,South,East South Central,3,100,1440289,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4667913
AL,2021-06-06,Alabama,South,East South Central,3,75,1441834,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4670216
AL,2021-06-07,Alabama,South,East South Central,4,200,1442775,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4674400
AL,2021-06-08,Alabama,South,East South Central,5,165,1443230,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4679457
AL,2021-06-09,Alabama,South,East South Central,3,216,1445608,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4684602
AL,2021-06-10,Alabama,South,East South Central,3,139,1460230,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4690445
AL,2021-06-11,Alabama,South,East South Central,5,255,1468898,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4695294
AL,2021-06-12,Alabama,South,East South Central,2,131,1485108,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4698233
AL,2021-06-13,Alabama,South,East South Central,1,119,1490848,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4700096
AL,2021-06-14,Alabama,South,East South Central,3,161,1499941,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4703707
AL,2021-06-15,Alabama,South,East South Central,2,171,1501171,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4708239
AL,2021-06-16,Alabama,South,East South Central,1,154,1508504,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4711306
AL,2021-06-17,Alabama,South,East South Central,5,188,1546119,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4713684
AL,2021-06-18,Alabama,South,East South Central,4,147,1546983,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4717712
AL,2021-06-19,Alabama,South,East South Central,3,112,1558881,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4720658
AL,2021-06-20,Alabama,South,East South Central,4,87,1562192,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4722725
AL,2021-06-21,Alabama,South,East South Central,7,178,1563573,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4726254
AL,2021-06-22,Alabama,South,East South Central,4,241,1566908,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4731556
AL,2021-06-23,Alabama,South,East South Central,3,218,1570452,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4736394
AL,2021-06-24,Alabama,South,East South Central,6,248,1574676,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4741071
AL,2021-06-25,Alabama,South,East South Central,5,178,1574934,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4745963
AL,2021-06-26,Alabama,South,East South Central,6,177,1578780,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4748895
AL,2021-06-27,Alabama,South,East South Central,3,154,1584456,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4750768
AL,2021-06-28,Alabama,South,East South Central,4,199,1590001,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4755129
AL,2021-06-29,Alabama,South,East South Central,2,332,1594040,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4759984
AL,2021-06-30,Alabama,South,East South Central,5,284,1594625,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2119805,4764546
AL,2021-07-01,Alabama,South,East South Central,4,303,1601802,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4769711
AL,2021-07-02,Alabama,South,East South Central,5,249,1602022,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4773546
AL,2021-07-03,Alabama,South,East South Central,1,165,1612803,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4776468
AL,2021-07-04,Alabama,South,East South Central,3,124,1612913,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4778175
AL,2021-07-05,Alabama,South,East South Central,9,185,1612913,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4780680
AL,2021-07-06,Alabama,South,East South Central,9,542,1617584,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4784531
AL,2021-07-07,Alabama,South,East South Central,13,538,1619647,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4790245
AL,2021-07-08,Alabama,South,East South Central,10,573,1623114,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4795850
AL,2021-07-09,Alabama,South,East South Central,11,447,1626323,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4800524
AL,2021-07-10,Alabama,South,East South Central,6,306,1629745,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4803660
AL,2021-07-11,Alabama,South,East South Central,1,289,1633408,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4806043
AL,2021-07-12,Alabama,South,East South Central,17,704,1633505,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4810883
AL,2021-07-13,Alabama,South,East South Central,8,667,1638866,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4816529
AL,2021-07-14,Alabama,South,East South Central,13,958,1639032,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4822468
AL,2021-07-15,Alabama,South,East South Central,21,969,1645083,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4828582
AL,2021-07-16,Alabama,South,East South Central,18,862,1647995,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4834912
AL,2021-07-17,Alabama,South,East South Central,14,703,1648172,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4839086
AL,2021-07-18,Alabama,South,East South Central,12,637,1651404,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4842269
AL,2021-07-19,Alabama,South,East South Central,22,1389,1653604,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4849123
AL,2021-07-20,Alabama,South,East South Central,25,1556,1654644,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4857505
AL,2021-07-21,Alabama,South,East South Central,21,1519,1659775,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4865573
AL,2021-07-22,Alabama,South,East South Central,23,1771,1662812,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4874637
AL,2021-07-23,Alabama,South,East South Central,31,1870,1663031,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4883559
AL,2021-07-24,Alabama,South,East South Central,30,1499,1665751,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4890213
AL,2021-07-25,Alabama,South,East South Central,35,1402,1668818,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4895480
AL,2021-07-26,Alabama,South,East South Central,39,2700,1671098,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4904284
AL,2021-07-27,Alabama,South,East South Central,51,2676,1672423,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4916017
AL,2021-07-28,Alabama,South,East South Central,41,2734,1677048,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4929862
AL,2021-07-29,Alabama,South,East South Central,48,2787,1677279,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4943786
AL,2021-07-30,Alabama,South,East South Central,48,2604,1683367,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4956619
AL,2021-07-31,Alabama,South,East South Central,27,1753,1683584,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2150858,4966699
AL,2021-08-01,Alabama,South,East South Central,34,1702,1687404,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,4974359
